38086600;22906;26;24;04;06;13;36
5437695;25431;30;22;29;23;11;10
11809798;26227;32;34;19;08;22;40
24676836;22016;31;11;24;17;34;14
94940111;21955;25;02;27;31;00;17
32182640;25485;14;34;17;06;25;22
90651118;22837;29;22;32;40;36;28
17694462;10300;25;27;16;32;10;29
22666194;10959;26;30;25;15;36;12
31448457;1396;01;25;16;15;06;29
96152257;1305;23;05;22;15;29;00
96316123;26564;37;30;05;14;27;22
11142233;22147;09;23;35;12;41;31
35548184;9769;34;41;37;32;26;18
13749183;9651;22;20;26;09;23;16
21752954;1909;24;33;06;21;22;04
99318796;26323;20;19;01;27;38;25
15193148;8985;13;32;14;30;20;09
24526190;5672;38;00;37;14;30;04
18465894;8630;28;18;37;11;13;04
92093421;27011;36;34;23;06;07;14
39818996;19662;16;10;38;40;35;08
97324539;21283;06;33;37;36;22;40
31619442;10819;39;31;02;27;20;40
8289468;10595;38;07;21;41;27;03
39226801;26759;03;33;18;40;13;07
10427183;25998;23;14;03;00;29;22
12763326;15032;01;37;38;09;04;39
29922212;28251;39;11;29;18;19;09
20552958;16246;30;06;38;03;22;10
25392834;5624;20;39;18;10;02;14
8369450;14250;35;29;17;27;20;06
7614577;26604;39;34;31;38;11;09
18647384;27874;31;05;07;26;34;02
11582760;10732;30;39;32;19;29;24
10996224;6916;39;30;32;07;23;18
36376117;1490;18;08;27;12;00;41
1488744;13537;15;17;37;22;33;16
95398560;1155;04;02;17;34;18;00
12214958;9460;04;40;03;28;23;37
24645114;7030;14;17;10;33;15;41
92898227;19624;29;19;33;02;41;17
34870654;4357;03;06;05;38;35;11
39707679;4372;22;21;03;08;27;40
8661068;14228;35;29;03;02;33;31
35068386;6198;15;18;03;17;11;34
22470818;7632;23;17;34;02;00;38
5972132;18741;20;09;06;12;36;16
90677069;16303;36;12;29;09;03;14
5973298;22337;28;25;17;14;18;10
31089210;23115;14;08;20;09;02;22
31496120;16882;34;33;40;00;37;07
5624482;16486;30;27;33;25;38;12
37507024;11254;08;41;14;02;15;20
5585480;23242;01;38;28;18;19;21
19650732;21097;13;00;19;03;04;32
13892586;24953;22;19;35;11;09;26
11361880;823;34;20;19;00;28;17
28273445;18206;09;14;15;00;05;13
13237337;7899;20;02;19;10;14;09
9112002;20067;02;28;11;37;36;12
22717118;14386;33;26;35;21;13;12
5587887;5668;03;12;37;32;11;14
5116246;3453;36;41;28;35;17;06
11055569;27309;19;31;17;36;24;41
32375821;26405;10;39;05;11;18;24
24944120;27376;35;32;17;29;02;28
30517158;4257;40;29;38;27;21;16
39686133;27427;32;25;26;00;23;33
23227168;10518;12;33;41;26;35;40
22190308;12141;35;02;23;19;09;27
39997586;5738;23;02;07;31;19;28
25924963;24450;14;32;03;39;29;41
3421458;28224;08;31;23;20;36;05
98977573;10048;34;29;24;36;10;01
5571507;1520;13;21;03;11;06;08
23580700;19921;27;26;29;22;40;25
17644176;13924;39;37;04;31;16;02
31708444;16358;22;40;06;07;14;05
18085208;28474;36;12;02;37;40;08
31842200;13881;27;34;22;32;30;24
29014838;3555;20;25;17;31;38;33
10229598;18907;40;19;27;29;11;16
97664085;26482;10;05;04;41;03;19
36697343;8602;20;26;23;03;31;30
7811752;401;08;23;36;24;31;02
35816616;21444;40;18;23;16;37;15
17617969;27152;17;10;18;00;06;22
18654078;1344;05;16;40;08;37;41
17700312;6627;06;05;15;34;23;40
12632832;7186;01;08;39;10;25;07
7478484;18079;24;25;02;15;01;18
21465556;13888;20;33;05;11;40;09
32156135;12869;25;01;21;32;18;39
2557450;14246;12;40;35;39;15;02
90285778;26637;08;27;13;02;03;41
91159856;3225;16;09;02;40;13;10
12665437;13338;31;40;06;11;30;32
22129978;7560;16;01;21;37;19;28
852494;27908;37;24;18;39;26;01
6212895;18944;23;30;00;27;10;24
20739284;14993;02;06;23;14;10;39
16249504;139;06;35;03;38;18;28
95445744;1899;29;01;20;09;22;05
32288538;26142;40;24;15;14;30;03
28256029;13558;25;41;40;24;30;31
97325645;23128;39;14;07;04;00;22
34068531;24503;16;20;03;10;04;08
32143724;2427;06;01;00;22;20;33
1093986;27475;05;19;36;26;15;29
4525695;23667;36;11;10;16;15;25
12625023;26607;10;40;34;30;31;21
27695940;7290;10;40;13;19;03;41
34421682;9727;08;31;05;04;35;18
6235867;19629;27;01;20;17;09;30
92558178;20463;03;31;18;40;37;04
10350087;6240;41;19;39;24;27;15
33291567;25779;16;24;35;33;02;15
95440597;748;25;00;19;24;22;34
24639768;1873;33;38;31;16;36;04
4011162;28383;30;16;01;40;24;31
6309142;1568;27;32;05;02;37;21
1622206;7484;21;40;11;33;36;18
15736860;1146;07;34;12;05;25;26
8618696;16857;24;15;12;25;18;06
99395845;7390;10;25;12;39;30;08
90258110;338;15;09;37;10;06;19
14491800;1205;26;17;24;14;09;32
5008389;13907;39;31;20;30;12;03
17108282;5449;27;33;04;18;30;13
23718209;1698;08;21;18;22;27;24
92160378;15193;37;02;15;11;14;25
16271664;1136;16;15;34;07;29;41
33201923;29114;10;04;34;00;33;03
7541191;15586;07;25;21;23;22;26
96786273;7929;36;32;23;24;37;34
4116833;4400;22;12;19;17;26;30
9796550;17100;28;25;22;24;41;32
28127047;23600;08;30;18;00;23;26
6948318;23777;05;18;40;38;11;35
12144996;29624;14;15;01;22;12;28
3534700;12184;34;10;16;29;21;33
9610428;28569;34;05;39;11;00;22
24109694;18641;01;20;02;32;00;22
16329644;5103;29;26;13;31;38;19
4345700;17735;37;09;41;24;23;14
28285576;28362;00;10;13;15;04;24
92051320;21716;23;13;37;19;17;35
16437796;1618;05;16;06;41;04;03
35143747;22484;26;39;04;18;37;12
91659168;2438;03;19;18;31;11;22
25984074;17292;05;15;08;21;10;33
13405927;883;22;29;41;17;15;02
14568418;10527;27;21;24;16;11;12
97228020;8112;38;03;12;26;05;08
834080;20123;35;05;26;27;36;04
98413420;13869;04;28;36;07;19;15
4016591;24095;35;14;03;20;40;19
36329516;20378;18;03;11;20;26;02
23014385;22774;09;36;12;39;35;16
27440452;28117;39;27;11;29;20;00
36340881;2945;21;28;19;20;11;17
10719913;6313;38;20;25;16;22;17
13761125;17865;17;02;06;04;31;22
34041810;1237;29;14;09;31;28;40
37825962;23810;18;14;35;10;23;21
99667124;21740;21;28;37;23;12;36
95049657;14837;07;19;09;32;26;28
31016500;17204;06;19;39;04;14;36
96497593;10569;00;16;15;04;27;31
8276983;1113;34;01;27;14;08;40
38814846;23642;30;40;19;22;35;33
29476808;14792;17;15;07;41;32;02
18488991;29018;27;19;12;18;07;39
3260761;19224;29;07;20;31;40;41
35813791;21539;34;06;03;01;30;16
35432083;9203;38;33;19;36;23;08
22530670;5855;23;26;25;20;13;35
29745032;7405;16;33;20;07;30;29
10880870;6902;32;35;03;21;28;06
33658270;19068;41;22;12;02;15;24
21120567;24635;38;22;34;25;07;15
6799541;11083;22;00;24;18;04;14
93080840;8627;27;15;33;41;29;05
1055212;10351;08;05;39;10;27;22
32920160;2025;19;23;12;22;02;08
92106324;27485;12;00;10;13;04;24
10184097;927;17;31;05;29;12;25
16718903;22991;29;16;22;35;05;23
33590198;416;36;20;31;04;25;34
20779243;5457;06;16;19;31;29;38
35833200;28932;21;03;20;37;10;24
34412507;18220;11;21;39;34;24;02
35326938;12193;41;32;11;04;21;14
38977975;24580;24;23;38;22;19;34
23687220;490;40;05;02;38;01;23
5628054;24740;17;14;28;07;25;29
20873735;13909;38;31;26;30;07;03
33097104;23290;05;33;00;24;39;35
7225670;12428;39;06;00;09;14;26
18509961;14039;20;40;38;23;25;17
93043066;11226;40;05;31;26;19;39
91564477;5881;21;31;04;25;34;38
1899519;2195;35;14;28;20;24;25
7688326;2767;18;14;19;29;28;15
14847288;14521;09;01;34;03;29;28
29837168;3770;08;01;34;11;23;21
96925488;23086;00;24;35;05;01;06
10528124;23480;36;16;35;41;30;27
26052720;23944;27;09;34;16;06;37
1898100;10961;06;31;41;40;17;36
26178549;19615;38;02;34;13;03;14
26744630;19576;39;15;00;38;28;12
8930750;16775;30;22;39;15;13;17
92016261;21848;01;30;12;04;00;07
12363728;22366;25;33;01;36;34;28
1705277;4433;25;12;38;35;41;40
95795681;12351;11;23;39;14;26;03
98066402;19119;05;04;14;27;39;16
12902786;27206;20;26;41;32;18;23
30975586;1431;05;40;19;24;21;01
29619343;16834;29;08;33;34;30;28
23785803;21484;37;41;14;40;01;02
94587707;7670;09;12;08;33;26;18
4792642;22944;28;35;21;12;15;18
16469984;11139;26;01;40;02;20;39
35132368;274;35;16;12;23;25;02
13919467;2400;37;05;39;33;19;20
22727717;28847;23;38;05;12;11;27
4092377;21336;17;00;21;23;29;20
35374599;23333;22;39;32;10;21;31
28352973;16152;27;12;00;23;29;15
27590880;818;33;15;09;41;38;29
12669425;19916;11;33;39;14;03;21
94973205;1988;11;07;28;37;10;26
8861426;24449;09;34;17;32;12;25
33798871;23686;36;20;34;27;26;19
35020794;10049;20;31;17;36;12;39
93122344;6532;31;07;10;13;28;26
95436076;12178;24;25;15;07;05;34
18632686;23630;26;28;20;21;31;29
11157112;16972;19;10;18;37;40;05
34184102;15944;35;36;09;15;30;40
17244912;9693;28;38;21;01;27;02
98440381;18413;11;30;02;10;12;27
30083897;21615;07;15;27;08;41;01
39484224;13914;24;07;12;38;26;04
14853756;1778;14;15;20;07;35;12
4227794;1812;00;17;19;39;40;34
944497;7085;40;15;04;19;08;03
13396767;9595;26;16;32;15;37;05
24604161;8041;23;38;09;33;26;19
28042190;29623;30;27;33;05;13;11
37198727;28476;33;05;09;27;18;02
2305680;3357;34;38;09;35;24;00
34791758;22802;15;30;02;34;19;38
36755223;16644;06;34;00;18;12;30
5235992;2231;12;34;02;29;18;26
20503278;22259;08;10;36;19;07;28
15651254;6709;16;26;12;09;05;17
22917351;7152;21;12;07;00;39;09
90810881;9773;28;41;35;31;14;04
5580581;5808;36;37;13;08;22;02
10715314;20104;38;23;08;01;11;12
2488397;2146;31;11;23;15;14;20
1132349;13126;32;09;21;22;02;30
13045074;21038;01;40;06;21;05;37
8832614;24797;32;08;29;14;01;02
11277903;19044;08;30;32;14;06;24
36973772;10480;39;35;27;05;16;13
17069387;17243;09;02;24;07;38;35
92208492;9737;33;30;39;15;14;02
13500933;13313;34;02;00;25;06;04
38103989;22983;14;15;34;38;19;09
10000161;10052;17;06;26;13;34;22
17120191;18915;31;40;15;37;41;39
96189511;6967;27;39;37;06;31;05
25865362;24694;23;36;21;39;34;29
28124702;2954;24;16;07;02;13;20
35525249;29527;15;26;12;13;36;21
38488614;2390;06;38;32;21;22;34
14777697;578;17;01;06;10;04;39
18106974;14425;38;16;19;20;26;04
25189608;27874;13;19;05;30;04;01
5331379;13311;38;35;27;30;39;19
14819226;4943;36;00;19;04;15;38
19013349;29417;31;35;18;39;16;01
93747212;11434;20;36;31;24;04;39
98332708;11843;24;05;30;14;37;08
15703284;10913;40;27;37;07;38;08
1803885;1998;39;41;27;07;13;16
33090810;7022;36;22;37;18;04;14
91877149;3350;09;14;07;28;30;27
26012637;1103;25;10;12;29;24;04
5942280;5666;16;29;27;21;35;31
10210088;5282;05;11;19;21;25;36
9932354;14506;16;40;00;07;11;34
93524187;28344;25;10;08;26;03;13
1651386;23491;36;26;07;32;28;23
35040502;8864;00;41;22;34;20;36
94850136;3663;23;26;28;03;20;38
5232972;5020;29;06;24;30;14;35
29935827;1964;41;28;29;23;06;14
24372957;17563;34;14;27;28;06;33
34404664;13477;32;15;36;41;27;29
97962039;8592;23;03;17;08;20;35
14101119;22943;19;00;23;31;07;38
34145902;22691;25;23;41;26;38;08
13086756;7166;16;39;27;29;01;23
97315668;10353;06;15;21;09;30;03
92897210;2607;41;09;06;23;17;01
92956473;5559;29;19;30;31;18;38
31714888;4206;36;34;30;02;01;31
91006719;2686;28;39;30;23;25;26
25941159;9149;01;23;24;34;15;05
16323879;6441;12;22;19;41;21;03
22540815;15013;25;11;08;37;21;04
26097421;11399;04;02;00;11;31;24
17925678;15337;08;04;30;28;22;29
38529560;10652;12;23;07;14;29;25
97008850;368;21;36;38;13;37;39
15676505;21090;39;17;00;20;24;38
6299704;20317;30;39;16;11;13;31
29840116;10933;19;23;20;30;32;29
31401815;18010;10;18;35;04;20;19
27549648;12771;05;11;33;36;16;34
37314955;4555;27;41;20;11;15;37
33874562;23657;38;12;31;34;21;17
14620835;29956;24;03;19;36;22;00
92448690;19356;34;37;29;07;12;21
14353112;1496;10;01;00;11;25;28
8919506;2304;11;36;12;29;34;03
3395370;324;13;39;41;04;12;19
4721995;6787;38;23;13;05;30;18
33941359;26419;38;00;24;23;13;12
17562571;21470;33;35;11;07;24;18
99299463;28829;32;08;27;10;19;16
96200173;4133;25;31;28;07;13;01
6098339;1402;23;22;29;18;35;05
93234282;12979;27;19;05;26;24;41
93424976;13784;37;41;12;14;17;26
90618868;15131;02;32;37;00;12;05
13343298;530;18;11;28;29;19;30
15491024;21370;10;15;11;02;29;26
23498893;18822;29;10;39;40;22;12
10699451;9081;19;05;26;22;28;38
10196224;15007;36;34;08;25;17;23
15591651;23939;13;18;20;21;22;16
26881239;7618;11;20;32;15;16;37
93104317;18203;06;23;27;15;35;03
29593327;17118;19;40;30;02;06;31
864589;5155;10;41;12;25;04;27
20491049;14424;33;15;41;40;06;07
92918908;18892;26;32;17;40;24;00
3375880;13998;12;03;22;40;14;07
38087529;22030;24;31;15;35;00;06
5839034;6878;14;21;31;33;32;11
21968919;4872;16;02;39;25;31;26
34170221;14091;30;03;01;28;00;38
10898528;3132;35;27;37;41;14;38
98067304;29839;04;17;19;37;09;02
38735140;28632;30;16;09;03;17;10
4974452;19387;12;02;32;34;40;18
34388799;14844;12;21;38;34;29;00
10220501;16871;21;00;30;25;02;10
91651735;9356;24;32;10;04;00;28
35495794;24307;02;00;20;07;30;34
17644385;2879;05;35;41;12;37;40
96134604;4126;31;21;26;13;23;15
11518982;25839;26;00;16;01;13;10
97836008;1900;17;15;12;11;25;40
37362279;28135;05;29;15;19;22;28
3243275;2127;16;05;35;26;17;29
92325058;5932;23;27;17;08;18;29
20637549;717;11;22;30;08;18;31
26336850;27233;13;28;32;09;27;41
24581039;491;38;08;13;23;39;07
27146435;2796;39;04;02;34;33;06
21938332;24305;07;35;09;21;39;20
24558959;4898;32;36;38;07;40;33
26509292;16711;37;27;29;15;31;35
2852289;24016;26;18;32;04;00;16
3127675;25585;05;09;17;16;18;00
13532518;2780;02;41;21;29;08;39
31609750;2190;22;04;33;30;02;01
20614320;1247;13;27;25;19;28;39
23158874;534;39;32;11;24;37;15
18094040;2152;23;05;25;38;37;36
33745624;16450;28;10;22;29;18;06
18704173;12929;24;19;26;32;18;25
21286281;13874;22;34;05;23;07;13
29000648;8557;09;14;41;08;38;40
34117093;19098;28;14;15;34;33;41
38830465;7998;02;22;19;10;25;32
20360751;20113;21;23;02;12;33;32
99816520;29677;40;17;25;26;31;15
34903322;28496;18;23;37;29;39;24
3479429;4454;27;05;29;10;14;07
931838;13010;01;38;15;26;23;41
22405888;19870;08;29;02;25;13;22
92097584;12976;20;19;29;27;09;36
13134124;2041;28;27;20;23;12;14
17958815;9657;36;34;30;13;02;31
23091665;12806;41;09;23;35;08;13
7465273;4722;31;02;22;26;07;10
9637583;6585;24;07;33;11;36;18
37469245;20098;25;19;11;27;06;18
27492139;1801;21;12;39;06;40;34
4880346;12173;11;28;03;40;10;06
97235753;23819;10;12;36;26;01;31
13585601;23277;09;18;40;23;12;00
20650160;26278;28;11;24;13;36;29
34287761;18164;03;31;17;19;08;38
96450465;21772;29;12;11;03;31;41
26268960;566;27;33;31;07;04;28
20160544;25882;29;20;41;07;04;31
30068046;2224;35;14;09;08;12;26
22164265;21355;11;24;40;37;28;33
93328396;19344;11;32;06;00;09;23
27349577;11429;35;05;11;18;07;34
30055062;5490;31;29;10;23;38;33
13845245;3834;40;32;22;35;08;27
32959243;26657;11;39;30;09;28;07
94001009;18091;03;14;41;24;12;31
91086343;7358;28;00;18;39;25;32
35736192;9159;16;27;00;14;05;13
12950482;10276;15;19;39;30;06;07
29490894;1234;02;28;26;40;13;06
7054947;1364;25;28;27;29;05;20
93684942;20843;18;29;02;35;33;37
23015131;16579;30;02;32;11;08;14
95205077;10920;22;13;40;00;31;02
9782074;12418;32;22;40;00;28;16
21135507;28487;41;01;35;24;28;03
3637296;25745;02;11;22;41;35;13
7458641;2583;14;34;08;04;05;38
28409357;9370;11;24;34;22;21;15
5437862;5386;28;12;11;20;31;18
19919935;13965;17;26;00;15;08;04
14734916;6395;14;04;12;16;33;00
39844577;6735;23;06;32;19;09;03
98329672;26835;08;28;17;13;30;41
22563294;8110;16;32;41;15;22;01
93981612;11952;40;20;13;07;36;16
33541961;10151;39;33;13;00;29;01
9002545;8024;16;14;36;37;06;39
96636175;141;12;14;22;05;01;27
26570796;27273;27;01;36;28;25;33
21048788;27803;11;02;08;17;00;40
15168408;28288;39;01;06;15;19;13
13566433;4340;35;14;12;03;39;24
25778343;17917;30;16;03;10;11;22
16111416;226;31;07;13;30;05;37
33518317;4671;07;32;18;40;17;28
39793607;6621;28;24;38;19;37;36
27746318;20928;35;33;03;16;10;01
8897840;22465;13;11;22;07;12;27
939289;26542;16;02;10;20;25;06
2102345;22277;23;39;19;03;26;14
32600423;15252;21;14;16;32;30;19
28680089;8506;29;30;07;03;02;41
12039139;28287;07;05;18;17;41;08
19527746;22639;14;38;32;05;31;03
36580438;22830;18;36;14;39;12;22
93555315;18639;39;06;27;37;14;17
26675427;15083;11;40;17;23;27;00
18300701;3990;38;39;23;40;03;31
93167571;20394;38;40;06;30;26;24
1341087;2773;08;00;36;02;27;24
21814952;759;25;09;08;04;14;21
95078985;22735;19;04;33;31;07;17
94282430;29857;29;03;00;20;37;21
92419951;984;14;35;41;24;39;36
4969741;6309;15;26;24;13;21;32
25770527;8088;18;30;16;08;25;28
36316233;22442;14;15;19;06;07;08
16365056;23792;32;41;00;10;23;29
31577276;15618;05;29;27;23;16;32
20021089;29441;02;37;30;07;39;40
95001850;4219;26;08;13;18;23;04
19702157;19177;03;21;16;33;14;11
13714766;359;17;36;37;12;14;24
22748325;5312;16;24;06;02;38;25
96580108;24345;22;16;18;13;15;35
37147609;6694;18;05;13;01;31;28
14505811;24693;30;16;05;36;09;33
95921067;527;03;17;04;27;13;41
15416062;16652;35;11;29;02;34;05
5501245;24642;07;06;20;14;13;21
33146455;22937;26;24;40;13;08;41
3342127;1735;27;20;28;11;02;33
27121985;24448;18;37;13;16;24;33
33737215;16899;36;37;09;19;00;24
6118460;13151;37;14;23;24;15;21
17205047;12615;20;03;41;21;19;00
24628191;20748;00;40;26;37;25;39
26237703;27151;25;27;01;16;26;38
21294692;22352;31;04;32;28;22;27
14973989;27371;41;11;16;37;13;38
19994500;2165;08;40;28;15;32;24
2646200;1498;17;34;19;29;21;28
92122978;24912;05;03;09;39;29;22
896831;20820;06;41;36;27;20;37
31931820;17741;37;35;04;22;11;03
92436460;2333;21;38;32;22;19;23
90466797;14048;17;06;13;22;39;04
7057185;26696;38;30;06;03;18;08
14744731;29749;31;13;36;05;24;37
14821648;902;19;04;28;13;36;33
5560840;15591;40;06;24;00;14;19
6621511;665;08;29;06;00;32;03
30425424;24822;15;20;38;09;03;28
13064412;29490;28;12;35;26;20;04
94968739;13771;16;09;23;38;34;17
11471935;2830;25;24;03;01;32;17
91945300;5505;32;31;27;13;26;37
26232608;2074;15;10;40;28;12;13
37411748;28709;03;17;01;24;20;35
5503876;12068;14;15;10;01;13;29
37008414;14607;35;39;40;05;12;37
11905108;8693;00;19;32;33;37;07
12431817;5944;14;19;41;28;09;00
12053186;19444;28;41;35;31;33;23
8433531;8402;11;20;03;12;23;32
97772199;19349;18;04;00;28;16;17
11767933;14768;39;07;18;27;05;32
12230558;17049;33;17;25;05;30;27
97808320;4635;06;31;32;33;21;15
92232918;2446;03;11;05;33;16;02
91611039;10306;31;30;14;11;07;10
20024139;2359;29;33;00;36;27;23
38498240;6996;05;29;32;36;18;01
14676075;18867;01;26;28;33;06;04
3750709;10168;41;00;04;13;08;26
30941634;6886;17;29;10;06;20;19
26353021;5866;27;23;21;26;31;05
20076800;3641;07;22;30;13;00;36
92051423;27920;15;02;00;33;16;29
32802505;9892;29;37;38;22;36;21
30854038;14626;13;00;21;18;24;41
94272346;284;33;21;37;12;31;08
8436817;12897;34;25;16;28;09;41
34429913;3307;14;24;25;30;05;16
96521803;20159;28;26;38;25;07;01
2850464;12446;03;24;07;12;10;25
37102636;2847;30;19;34;29;22;14
21543103;26297;18;12;11;34;22;06
17551855;12577;17;36;15;34;07;18
31138808;5840;08;22;29;26;40;39
17656754;29079;12;25;33;04;09;06
27478584;1261;21;04;32;00;29;05
37538581;11422;34;33;38;23;08;32
5771785;2629;33;34;38;03;20;16
35643596;9073;08;12;16;01;10;29
7922220;2064;09;15;36;00;40;33
98142792;1290;07;40;09;10;32;27
22774176;19756;19;33;34;37;16;18
11874881;10308;07;20;24;17;12;08
15450630;28570;12;20;15;35;16;08
1876000;20081;09;31;03;07;05;41
2094914;5741;22;12;19;10;38;03
8117272;28974;09;21;40;39;00;24
32093282;7732;10;11;29;17;33;37
9751481;13581;08;35;28;24;00;30
5076514;2726;37;14;28;16;29;09
95284621;16598;33;13;24;32;03;26
90403632;19566;33;00;11;04;25;29
34881972;8431;18;40;05;16;11;15
93759052;11857;03;33;21;40;10;01
34617912;29664;26;31;25;28;05;01
32964290;16596;40;35;21;32;39;31
2427578;10154;22;04;25;13;33;40
97192046;29432;38;20;17;24;37;41
